"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","17303","fillTheFormTest","Mobile Automation Suite","Wed Dec 24 13:52:58 UTC 2025","passed","Wed Dec 24 13:53:16 UTC 2025","mobileTests.FillTheFormUsingFrameWork","Mobile Tests","mobileTests.FillTheFormUsingFrameWork","fillTheFormTest"
