"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","55145","fillTheFormTest","Mobile Automation Suite","Mon Dec 29 10:47:12 UTC 2025","failed","Mon Dec 29 10:48:08 UTC 2025","mobileTests.FillTheFormUsingFrameWork","Mobile Tests","mobileTests.FillTheFormUsingFrameWork","fillTheFormTest"
