"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","56571","fillTheFormTest","Mobile Automation Suite","Mon Dec 29 10:25:19 UTC 2025","failed","Mon Dec 29 10:26:16 UTC 2025","mobileTests.FillTheFormUsingFrameWork","Mobile Tests","mobileTests.FillTheFormUsingFrameWork","fillTheFormTest"
