"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","setup","Mobile Automation Suite","Mon Dec 29 14:57:26 UTC 2025","broken","Mon Dec 29 14:57:26 UTC 2025","mobileTests.FillTheFormUsingFrameWork","Mobile Tests3","mobileTests.FillTheFormUsingFrameWork","setup"
"","0","fillTheFormTest","Mobile Automation Suite","Mon Dec 29 14:57:26 UTC 2025","skipped","Mon Dec 29 14:57:26 UTC 2025","mobileTests.FillTheFormUsingFrameWork","Mobile Tests3","mobileTests.FillTheFormUsingFrameWork","fillTheFormTest"
